1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
281.6384277,63.62452316,47.59710312,7.384188652,-51.95228195,10.4296236,194.8903961,-76.68438721,109.9319687,63.19735718,59.44102097,-82.15084076,-97.49998474,-89.70359802,-80.46580505,-105.0355911,40.07091522,,110.9366913,82.87142944
106.0682983,43.2433815,55.7429657,21.49975395,23.25195503,-0.150825053,264.5636902,-71.37046051,-38.85491562,49.59265518,47.70327377,-102.253418,-124.8384857,-123.8749542,-102.6761551,-83.16429901,66.82116699,,143.0864563,49.72756958
32.88853073,-7.106744289,56.38021088,48.06182861,99.70546722,1.81408298,155.303299,-49.69824982,-60.37314987,5.302292824,-33.08984375,-93.10393524,-110.4041824,-121.9702377,-90.32835388,-96.66511536,49.48828506,,78.47934723,5.051252365
13.51195526,-37.90911484,120.5843506,20.7513485,92.43463135,18.59240913,-18.43912125,-15.90427303,-27.70170212,49.75521469,-36.09347916,-87.54244232,-117.8083878,-86.32273102,-78.72563171,-111.0855179,74.1943512,,139.5092926,-6.754938602
-10.26874161,-47.95883179,195.9437714,5.211518288,44.29370117,22.46453476,84.86994171,-17.60551453,0.650286734,56.72727203,-29.89229202,-82.79083252,20.15868378,-90.66695404,-64.61347198,-83.21390533,38.41807556,,0.456477016,-20.54613495
22.91480255,-69.88257599,139.0140839,27.26806641,101.2499847,-12.17887974,183.1460724,-70.42993927,-40.30598831,93.77729034,-1.454730272,35.7935524,89.65313721,-94.97992706,-64.21701813,-84.12728119,40.82669449,,-7.00603199,2.626985788
71.65175629,-77.85343933,82.98820496,18.36759377,89.81999969,-29.08046722,2.788208723,-90.77951813,-27.7744503,49.94491577,20.45277214,-19.64528275,72.86788177,-94.83548737,-57.97941971,-119.6533432,30.98378754,-10.897295,69.05255127,6.297851086
54.09350967,,84.83796692,-23.00253296,130.0481873,-39.44438171,-4.438885689,-97.24599457,-14.20461655,30.36910439,-41.30015183,61.68089676,-1.966589808,-77.52921295,-50.30285645,-128.0804596,53.03388214,22.46385002,17.77392769,-3.88002944
73.9371109,,21.11356163,-49.44194412,46.59597015,-31.08794785,121.0148239,-104.5771103,-21.14466095,58.50827026,-86.73560333,-4.44970417,-25.90232849,-97.95165253,-15.68565845,-129.8455658,0.560279727,-20.74923134,0.182979241,34.87121964
25.24113655,,24.42647171,-56.11048889,-9.17111969,13.35413933,107.7993622,-90.48027802,-31.05619431,46.89877701,-112.7197647,-26.21725845,-9.296567917,-118.6869125,26.46210861,-161.2250061,-47.41690826,-51.74520874,15.04811764,99.29264069
-62.5695343,,-41.98821259,-73.94141388,2.605598211,69.97324371,98.27500916,-30.08653831,-54.88027954,67.08261871,-100.65625,-114.3696518,13.20689678,-127.9916611,70.3848114,-136.8065186,-37.84274292,-63.49856186,1.876415968,37.53522873
5.576276302,,-96.08692932,-87.29549408,-37.32419586,78.88535309,196.0932922,-36.8902626,21.50792313,-27.70471573,-98.09315491,-117.1703491,26.81928444,-124.678627,19.20597839,-124.614296,-26.11981773,-60.03803253,-25.01818657,139.6611633
-39.11836243,,58.69796753,-106.7140579,-55.24518204,74.61147308,133.3970947,-38.51939392,55.60924912,-75.59209442,-96.02748108,-103.0460587,39.76486969,-58.53201294,-39.17189407,-109.7996979,-50.76760864,-33.18044662,-20.5409565,13.51355553
-117.281395,,37.86019897,-2.418940067,-49.0966835,22.11380768,23.2998848,-68.83855438,14.44609833,-72.71839905,-110.0855179,-62.5331459,2.253861666,-31.90735435,-20.45208168,-73.69824982,-71.66121674,-56.62222672,-33.50489426,-9.084050179
-101.3262711,,94.23716736,64.32891846,-42.93326569,12.49008846,-54.79974747,-78.62518311,-14.13630772,-110.0434723,-75.28900909,-73.44486237,-0.719899893,-18.8114109,-14.78753185,-110.3369598,-71.76950073,-95.63484192,-81.78308868,15.43244743
