1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
-169.8060608,142.4440308,22.91696167,-91.45070648,211.4174347,122.2949066,-13.10911083,-10.07343578,-55.62619781,62.43544388,-122.4694595,24.37784576,41.91080475,-47.34302902,-87.71079254,-111.0942841,-98.24514771,56.89350128,-58.22830963,-100.912941
-46.23845291,127.644043,-21.31059647,-162.9986877,314.1425171,219.1248779,4.134982109,-60.24095917,-175.570694,47.50063705,-92.12254334,-23.22245979,-13.63278294,-26.7071209,-55.5618515,-120.4280472,-106.1384659,41.20595551,-10.30705833,-101.3282471
-164.7073975,136.2675476,-3.004606724,-88.36478424,209.5905914,107.7641296,162.5866547,-42.20814514,-134.4124146,73.77423096,-92.34817505,22.11078644,5.059573174,-81.33612823,-104.9372177,-108.7908096,-95.34379578,-35.35342789,82.71949768,-102.3555374
-155.9171906,181.5742493,33.65565872,-92.16683197,188.5632324,-49.65158081,154.1355591,6.215728283,-5.964143276,-10.95568752,-77.40312195,36.54721832,-31.70608521,-41.21130371,101.9725266,-127.4226227,-62.860466,-98.25797272,73.27915192,-146.6432343
-135.3632507,194.3467102,254.67659,-88.36430359,80.72649384,-77.03525543,77.18357849,139.6863709,59.97268677,-40.93908691,-97.93308258,-97.80256653,-78.7101059,7.365826607,169.1287537,-124.5553131,-36.56781769,-90.65995026,24.58166885,-126.1728973
-106.8997879,220.938446,170.9885864,-52.20979309,133.3160553,-83.32551575,154.588501,141.1937256,84.08613586,-86.37595367,-78.25973511,-49.7877655,-91.65824127,31.12363243,4.300357819,-69.29482269,-67.93806458,-169.6719971,14.11105061,-64.15620422
-67.47646332,219.2404633,12.12341118,-108.0295258,138.7060547,-109.8748779,124.882782,99.0526886,100.7027435,-45.7192955,-51.50108337,17.17430115,-136.7358856,119.5062332,-126.790062,39.46489716,97.71713257,-141.6649017,-9.786543846,-77.04929352
-45.32497406,253.5820007,78.82076263,-133.1642914,53.63152313,-110.2258987,7.271127701,45.2004509,86.30660248,-62.81500626,-8.867948532,2.433459044,-98.45658875,77.71585083,-189.4767456,81.26849365,194.9215851,-91.51959991,6.509450436,-107.4051514
-102.8344574,126.519516,83.81130219,-161.1994629,50.97232819,-125.6401215,-34.03658676,-15.18200493,5.86827898,-68.64450073,79.01294708,8.037147522,-132.3739929,90.63513184,-178.2625427,97.1782074,252.569397,-130.4723358,37.30203629,-63.6536026
-93.22792053,118.0736771,-26.71104622,-152.7483521,71.41330719,-117.1105957,-36.88457489,-68.42404938,-47.01716232,-29.85114098,4.799818993,31.6872921,-143.4156036,11.00727177,-153.2319336,68.41413879,160.6559143,-107.765686,52.10934067,-47.48326111
-74.19086456,61.26649475,72.47109985,-146.3225708,-15.10763073,-86.73506927,-6.151408196,-97.1313324,-4.088027477,11.09064293,-51.87667465,57.60191345,-114.0743027,-95.206604,-119.434967,-77.3775177,55.62133408,-9.616315842,58.70062256,-58.69337845
-76.71504211,29.79961395,-98.56659698,-191.8379822,-50.43528748,76.31398773,29.5731411,-99.02841187,-3.732046127,-79.41999054,-135.8134613,72.76209259,-91.53997803,-87.88456726,-77.76860046,101.1706848,-37.70972061,-72.89815521,-52.09274292,-14.79941463
-98.78884125,-31.08388329,-142.3302917,-92.46195984,-53.23459244,117.3163452,-44.33159637,-103.5135117,-83.16973114,-109.0620956,-41.02331543,84.15167236,-121.5411987,-81.82686615,-72.9548111,217.4302368,-73.81600952,231.2594452,-60.10097504,-0.896009862
-16.31482506,-54.93974304,-77.56288147,109.8698044,-44.00338364,35.66496277,-10.97182655,-37.88738251,-65.67971039,-75.21299744,-24.96248817,-87.3631134,-142.6066284,-31.31842422,-75.30223084,79.55593109,-54.2335701,122.0124664,-71.81948853,-31.11630249
139.8007202,-70.07894135,2.129325628,120.8242798,-58.47814178,95.74285126,46.18029404,-14.85779381,11.68114376,-44.47111511,17.78858757,-45.96595383,-107.6704178,-92.69747162,-108.1253967,63.97900009,-105.6786652,-89.89905548,-76.24651337,-22.12819099
150.7314453,-73.9188385,186.943161,14.55450916,-57.24507904,105.8520508,-95.93836212,-52.47352219,178.1984558,-95.14413452,12.24841118,-67.10993195,-79.72773743,-102.9764938,-186.9568787,29.6610527,-134.8963318,68.20298004,-118.3100739,-44.62716675
-8.589439392,-123.4695816,160.1828613,-13.64317036,-100.3287048,65.76625061,-160.820755,-47.46430969,109.0569916,-72.60108185,-46.54338455,31.20310211,-165.9372864,-95.33467102,-68.30843353,-109.3225784,-86.83244324,175.0479279,-156.7695007,-70.01946259
-78.42645264,-149.3359222,101.7538605,90.022789,-80.7675705,37.7016716,-142.2260742,-21.85238266,7.787223816,-53.25514603,-97.29680634,237.8686829,-175.9143677,-101.126915,8.283009529,-125.6786346,-79.85513306,110.7720032,-171.4899292,-12.48377705
-81.03949738,-99.96217346,82.64919281,-72.90207672,-126.7744293,-29.95207214,-146.0205536,26.85316277,134.8243866,-47.89701843,-140.2080078,184.4522247,-129.6450195,79.95976257,45.09797668,-127.8664932,-79.98990631,-18.26743317,-172.6162567,8.935956955
-54.26063538,-132.2878418,50.84162521,-86.61634827,-147.8868866,-49.85941696,-124.0553055,69.14176178,210.387085,-56.38183594,-122.5202103,145.1448517,-142.2333527,127.2340927,-36.29751587,-89.27163696,-97.31013489,-106.1917191,-60.10187912,49.1369133
-34.98830032,-141.4290314,81.02420807,-81.90079498,-146.1875305,-141.6178894,-35.32676697,152.4809875,85.36585999,-101.3470154,-88.97097778,81.82598114,111.1020584,80.04621887,-98.13022614,-121.2331848,-106.7574844,-178.7841339,140.0964355,40.11138535
-51.90404892,-109.0768814,6.166368485,55.40490341,-104.8974915,82.58872223,-107.5736313,184.5823059,-52.23031998,-132.3205414,-71.25078583,90.3584671,13.44138527,114.8811035,-132.5763397,66.42459106,-106.196434,-156.227005,28.79839325,30.32936096
-62.99690628,-131.7620087,-28.48756409,195.5747375,-84.36322021,71.71720886,-55.63155365,62.57591629,-21.14518356,-144.6945496,35.17930603,94.00700378,-62.21203613,47.30778885,-116.6096802,-12.8134737,-80.41860962,-114.0744781,-13.83159542,89.01348114
-21.75450325,-118.8188782,57.64417267,165.9802094,-30.58161163,-73.55314636,-61.34240723,2.352114916,-15.35867882,-153.6257324,53.62376022,180.8210297,-0.057954095,74.88834381,11.31038761,140.1641693,-50.13907242,-42.77791595,79.88269806,32.75349808
-17.43072128,-99.9330368,123.2931976,45.46176529,-91.19441986,-170.2285919,-55.60310364,78.05704498,-94.26925659,-148.2580109,8.392080307,25.88141441,-91.27280426,136.4832306,25.1934967,148.9464264,-79.41171265,32.03405762,138.0874023,5.46898365
-86.04917145,-101.6421661,116.7105865,-49.95095444,-105.7698746,-169.0819244,-26.62848091,147.6486053,-127.2222519,-128.5856171,9.514925003,-54.33008575,-86.3817749,140.2218323,-67.87548828,197.9071198,-113.7160492,-24.89944077,66.42313385,4.102950096
-190.8342743,-137.9746094,117.3210831,0.959622145,-93.49647522,-136.3152924,108.1153717,402.0682678,-143.0808716,-21.67688942,-18.74929619,-20.49471855,63.61843109,13.80097294,-89.52293396,154.0713654,-32.82571793,-66.40717316,31.38152504,-6.618647099
-162.4809265,-149.7152405,68.01015472,18.35162163,-105.4889297,-85.62449646,9.176223755,336.568512,-141.1633301,95.39857483,-98.02492523,15.00314903,9.158973694,17.89588356,-41.27108002,86.29479218,-7.905940533,-20.38665009,7.43225956,2.818845034
,-168.2570801,,,,-82.11247253,,,,53.17676544,,,,-18.04793167,,,,45.01362228,,
-146.3090057,-132.9571228,-93.67854309,7.869155884,-95.30769348,-39.2792778,-21.38899422,246.2093506,-128.3863831,78.99828339,-63.27676392,75.78712463,-43.00027847,-66.85235596,68.68628693,50.09850311,12.81089973,40.38353348,-48.02463531,-8.864490509
-149.9387817,-127.4519272,-126.4541321,-92.83293152,-91.2579422,-115.8177109,-94.04517365,157.575592,-128.2259521,170.1419525,-87.84444427,19.9368782,-100.3910675,-89.73703003,86.22262573,12.06950188,36.58187485,19.44381905,-75.90381622,-21.31517029
-147.8538055,-114.760849,271.0916138,-131.330307,55.08790207,-43.43829727,-90.81492615,141.9637451,-118.0866623,167.5531158,24.10442734,3.839567661,-125.2342377,-161.1949768,-10.8000927,121.2909393,175.7588654,38.19574356,-73.63516998,16.58327484
-140.9932098,-114.0197983,203.4699249,-144.6695862,68.9788208,-36.84740829,-86.80596924,92.45327759,-54.8483429,83.95017242,101.6880341,64.03138733,-128.2045593,-159.0530243,-33.63117218,77.52560425,54.02045441,19.48648071,-134.582428,-7.222119808
-138.3218536,-137.6995544,50.29570007,-150.7176209,-55.82859421,-31.3196907,-108.9627838,87.90119171,-51.64850616,59.27348709,75.47841644,33.10377121,-91.51329041,-92.3971405,12.60492802,52.16640091,-117.5544357,-29.12948608,-138.6323242,-44.10557938
-126.2158127,-121.0587463,20.23411942,-119.8373489,-69.64568329,88.12552643,-69.47815704,78.4475708,-65.02600098,187.9368896,88.1831131,-66.76085663,-6.535507679,21.06053162,33.76237488,37.59020615,-162.2414703,-4.534315586,-74.79212952,-75.03201294
-90.53406525,-38.23249054,-34.8342514,12.2273407,-48.56357956,81.2662735,-105.2387466,51.31798172,-56.11033249,203.7246094,13.62569237,-59.51802444,77.47351837,-22.47317505,50.62939453,28.51638412,-145.301239,-2.546644926,-129.3197327,184.0529785
-77.05272675,-63.1151619,7.707987785,-31.0145607,-11.52314091,-111.6932449,-33.3547287,12.06180382,-79.12527466,89.92004395,-51.06176376,-26.08604431,61.49095154,-145.5538788,-28.70956993,9.4923563,-120.9776077,-57.38771057,-159.619751,406.6509399
-75.89046478,-127.5028076,256.9107666,3.879018307,-79.59095764,-155.1756897,-11.50545788,86.94888306,-135.4978485,2.400542498,-91.12876892,40.82394791,33.31585693,132.5296631,-48.20475769,-83.87017059,-127.9295425,-39.45185852,-139.2596588,324.0190735
-4.006922722,54.69814301,134.5017853,4.13412714,-145.4223785,-145.4682007,-19.08519173,16.12295151,-145.5065155,46.81601715,46.37136459,88.05395508,3.297924757,-71.0366745,34.46200943,-50.03253937,-145.8478394,-73.23744202,-143.14151,241.6112671
45.36626053,229.4050751,103.905365,-40.69979858,-175.0211334,-189.1135864,1.251922727,26.74767685,-86.88192749,73.18869781,102.3678207,67.00239563,149.8513794,-123.3191376,182.6063995,59.81925583,-139.4910126,-126.2616196,-130.0171661,129.6958771
-20.82660484,315.2450867,71.882164,25.37088585,-129.3304138,-183.1243286,52.40360641,-1.168798208,-83.56439972,3.645644903,110.771019,18.11195755,131.1062622,-134.9108124,236.0617065,-2.884830236,-117.2770233,-146.8835602,-96.54763794,84.11593628
185.9560699,122.2509003,64.72187042,145.2256775,-18.15284157,-163.9714508,173.9337006,-106.9174805,-120.9906921,7.235013485,58.12018585,14.37060547,118.5533524,-146.5194244,178.4831543,-150.8504334,-117.2462235,-147.2825928,15.47430229,31.90448189
167.1817627,1.906304836,-61.96239471,96.58139801,62.24167252,-158.6803894,100.0047302,-97.65847778,-149.2490845,-57.79214096,-18.42048454,50.50577927,123.5808945,-143.456192,161.9608459,133.7834015,-111.2371368,-109.1320572,46.57936859,48.4494133
98.75260925,16.12602997,-85.11978912,9.163434982,18.83140755,-149.2322998,-12.61014748,-124.731575,-98.25115204,-82.90159607,-64.67301941,154.7532806,106.8004761,-110.5691681,-2.482459784,238.7274475,-105.269989,-20.75779533,-23.48880959,39.12240219
8.953073502,44.77742386,-37.39962006,104.5482178,35.70988083,-142.1789551,-66.7913208,-58.73773193,-57.47995758,-58.52851105,-11.51725578,-9.954231262,-63.01203156,-97.97509766,-3.361355066,22.70187378,-75.96173096,28.64401054,-61.89583588,53.27358627
-27.65021133,-54.57929611,-54.96565247,42.39972305,87.17986298,-128.0050964,-48.20194244,-27.50243568,62.63701248,-41.3637352,111.4349976,46.88679886,-50.31889343,-96.71307373,17.4027195,-3.441879034,-27.77165222,9.574907303,128.0691223,70.15361023
-58.36282349,-33.28307343,-21.01543999,-53.59331512,94.69165802,-60.33340073,-50.71909332,-62.88277435,-38.34081268,14.47931099,3.224780321,114.0163956,71.00959778,-102.2903442,-57.9834938,108.4044647,128.720108,-0.521621525,316.8241577,-0.509807885
-56.40979385,57.51350021,-7.879872799,-58.68942261,87.07977295,104.3826447,-23.62782288,-46.14964294,-46.68286896,-27.20364189,38.02939224,67.0827713,91.54150391,-149.0406647,-19.57127571,198.3304138,177.4035492,-27.49790192,44.73915863,3.375730038
-104.609848,76.58798218,-13.85802078,-72.7610321,18.64183426,8.876148224,9.886891365,45.3090744,-6.22679615,-16.78748131,125.5073776,-31.64552879,-64.93377686,-153.7687378,80.59563446,192.328537,67.21720123,44.63185501,110.3277664,71.31292725
-148.60672,48.57886505,88.53897858,-79.54959106,-37.39004135,-90.73152924,20.57943344,-101.6604538,-59.63315582,-25.31922531,13.88919926,-33.51773453,-51.13427734,-152.8274078,-24.1052742,113.7732773,-27.48158646,29.57092667,-25.92450905,62.12950134
-126.9401627,23.17559433,32.84046936,-55.46177292,-52.11849213,-90.28295898,-54.64655304,-27.05949974,-41.91275787,27.59817123,-10.90263462,-2.576916218,56.98987198,-106.9792862,-83.84609222,122.3783493,-82.98497009,91.01938629,-86.5406723,-13.92566204
-116.5211029,15.68769932,-20.15604019,-53.61317062,101.1842346,-145.9089966,-78.75482941,-52.60734177,-2.358227253,38.58599091,18.82915115,46.87021255,-15.62754917,-102.7294235,-113.7205811,100.1252899,-88.45689392,162.134964,-5.532493591,-32.311203
-144.7125092,38.95637512,23.71548653,-35.93006134,198.9940186,-145.7762909,-80.02059174,-183.0927429,40.55802917,38.41485977,31.9438324,-54.38786316,-13.16618633,-116.0351715,-102.9211807,85.35864258,-115.4181747,190.0252686,81.90245056,-38.84169006
7.589560509,70.86204529,156.9192963,-109.924408,232.7354431,-21.38529587,-62.16078949,-118.1855545,47.65683365,33.24105453,140.8697052,-24.01189041,-66.41461945,-119.9496384,-90.29391479,22.82957649,-102.8898468,110.8114853,83.92354584,-11.41214752
-102.3459396,154.6458588,-79.46617126,-107.0688934,250.1230011,-1.108743191,-33.8238411,-131.8240356,-23.99058342,-1.409263253,86.32144165,-72.94387817,-12.63393402,-107.3386383,-113.8780899,7.175102711,-50.1271553,95.53141022,44.32113266,13.3705759
-97.29901886,102.9618912,-99.07855988,-50.3836174,201.8181915,7.271745205,-26.3811245,-168.8144989,-29.42904663,190.8887939,37.35834885,-114.9344025,-10.58977699,-66.01847076,-88.09986877,-16.18410492,-25.26627541,128.7784271,-1.464821935,32.68857956
130.6738434,100.0364227,41.40901184,29.35204315,64.8923645,-33.39947891,-1.730075836,-121.3284531,-55.13080978,32.78759766,-2.281355381,-120.6776733,-5.847636223,-80.78135681,-34.56781387,-19.42758179,-42.91604233,106.6223145,-0.092844613,61.46763992
102.5870361,55.11262512,-20.17239761,-95.8081665,3.016401052,-24.1350174,-26.7905941,-71.29438019,-95.80817413,76.28257751,-36.88710403,-94.60270691,108.5903854,-22.03730392,-97.14530945,-11.26928997,61.07346344,52.5150795,-11.54714775,17.18862534
91.96868896,-7.967920303,-98.53034973,-127.392189,-68.73491669,-46.9575119,-64.87981415,-25.92725563,-138.08255,130.2489624,19.78634453,-102.9843292,124.526619,-34.39265823,-124.5400009,-9.491145134,54.41883087,63.14862823,-28.36590385,-8.427157402
39.26516724,-51.42667389,-123.4742584,-146.295105,-99.8934021,7.21065855,-74.01416779,-32.06601715,-128.1163788,152.8553467,-7.845076561,-104.6062851,82.58093262,-84.47807312,-11.96587944,-5.564935207,68.4952774,101.626297,73.63883209,-49.88898468
62.16988373,-28.96849632,-54.84286499,-117.9552231,-51.05304718,119.0282745,61.38424301,-58.05965424,-71.41693878,145.2228394,135.0824432,-78.11162567,138.5535126,-114.4326706,4.752403736,11.88199615,87.34996033,62.23362732,149.9042358,-14.87852478
99.28983307,36.45043182,-77.54664612,-115.2761917,-52.27650452,214.478302,121.76931,-52.37568283,95.54182434,88.82649994,206.0369568,-93.55796051,270.8426209,-77.21540833,96.61184692,-2.655661106,205.6181335,11.43703365,17.72714424,9.974653244
147.5218353,74.80702209,-74.72025299,-125.4389496,-44.46000671,139.5751038,133.4776001,-59.67543793,154.1352539,4.241812706,96.31652069,-111.309967,200.0471344,-85.48796082,10.81313515,-41.12963486,31.34924316,9.442515373,44.96897888,-64.01004791
160.4324036,26.61236191,-13.90037727,-126.8667679,-52.41915894,28.48508263,153.5798492,138.7605896,67.21161652,-51.31490707,30.03529358,-80.68054199,199.8592987,-125.6439667,-32.94728088,-56.03577042,113.3999863,36.90755081,69.49785614,-114.750618
91.42008209,-45.8038063,110.8864975,-106.1659393,-72.93136597,25.58029175,161.5241241,176.0850067,-1.917489052,-42.87629318,18.60814095,-108.4825821,207.798172,-117.2551804,155.1269379,-64.28328705,191.0835114,63.59393692,47.12643051,-121.5170822
-51.59611511,-91.47131348,93.06098175,-50.93264389,-66.55032349,108.9634933,155.6880798,244.6532898,171.3469086,-45.23444748,27.43534088,110.6552048,2.079328775,-88.57364655,129.1157074,-83.09089661,116.4502716,13.09135342,15.46906567,-129.6638489
-73.789711,-73.74152374,-20.72869301,-20.45214081,-22.93512917,96.50018311,66.9633255,227.1352844,103.2061005,-49.65703964,108.2446823,-5.781678677,-121.7121277,-102.1264572,-11.30826759,-78.01530457,125.8920822,-16.2739048,-16.93805122,-139.5549316
7.738950253,33.79206467,53.15705872,-44.88177109,9.118109703,-4.812747478,13.70138359,154.7523651,16.95329666,-89.75118256,101.3162766,-103.2466888,60.41962814,-49.61867142,21.85934067,-96.60503387,95.69049072,-63.59354401,-10.15771866,-126.7351074
35.19721222,-56.71176147,38.36800385,-21.5438118,65.32308197,-53.26959991,22.35988045,96.18199158,57.53930283,155.8127136,137.3572998,-4.657431602,-4.696895599,89.45822906,-53.31399918,-66.37545776,3.405790806,,-33.90971756,-82.19608307
-113.2557983,-103.8652802,-30.73631287,-56.37934875,-15.41733074,-54.05710602,15.99974537,67.30225372,67.36523438,273.411499,227.2180176,-10.55143452,-64.44371033,106.1107712,-65.34781647,-6.0618577,-29.70393944,,-98.4750061,-57.01183319
-26.32641983,-53.01165771,-8.427201271,-34.60909653,-98.82739258,-94.60482025,-20.0232811,68.09414673,18.12577057,117.492981,180.941391,41.28960419,-107.3517075,-2.348644257,-48.30316544,-101.6371918,-49.90504837,,-13.76771641,-115.4490891
-35.00935745,77.22184753,62.63555908,-71.47537231,-133.8106232,-62.93927765,-73.16000366,52.11046982,44.0878334,78.99893951,41.63222504,66.19915009,-120.2153244,27.37046623,-86.31227112,-115.3585434,-80.59468842,,120.738411,-7.814879894
14.89910221,6.605013371,21.7686882,-91.1112442,-122.012619,-55.33096313,57.22990799,31.99549484,57.96875381,-11.97330856,-35.44641113,22.53176308,-115.5149231,-62.41634369,-47.99520493,-108.919342,-67.53179932,,89.65658569,-8.452787399
-22.37308884,-31.41928482,-9.784928322,-64.32130432,-102.2781525,-58.15426254,-28.352705,-37.36659241,47.21175766,4.718639851,-51.19106293,-60.51277924,-81.49615479,-104.5592041,-33.24630737,-117.2342453,-32.0760994,,32.44672394,-43.05240631
67.55185699,0.68345803,14.88790226,-82.53773499,-66.37759399,-39.41321182,-68.07303619,-66.70516968,98.14129639,62.114048,20.35775948,-105.2885513,-87.1394577,-100.7276764,-55.72035217,-116.8129425,-44.10958862,,37.00534058,38.85797119
